Register_No,Name,Department,Subject_1,Mark_1,Subject_2,Mark_2,Subject_3,Mark_3,Attendance_%,Current_GPA
19408,Student_9408,MECH,Thermodynamics,58,Fluid Mechanics,64,Robotics,57,90,5.97
19409,Student_9409,IT,Data Science,69,Cloud Computing,42,Web Frameworks,44,74,5.17
19410,Student_9410,EEE,Power Systems,86,Control Theory,83,Electric Machines,44,83,7.1
19411,Student_9411,EEE,Power Systems,89,Control Theory,80,Electric Machines,40,81,6.97
19412,Student_9412,MECH,Thermodynamics,92,Fluid Mechanics,91,Robotics,45,73,7.6
19413,Student_9413,MECH,Thermodynamics,60,Fluid Mechanics,44,Robotics,64,86,5.6
19414,Student_9414,ECE,VLSI Design,40,Digital Electronics,97,Signal Processing,75,91,7.07
19415,Student_9415,ECE,VLSI Design,62,Digital Electronics,85,Signal Processing,81,75,7.6
19416,Student_9416,MECH,Thermodynamics,42,Fluid Mechanics,94,Robotics,54,93,6.33
19417,Student_9417,MECH,Thermodynamics,46,Fluid Mechanics,70,Robotics,80,74,6.53
19418,Student_9418,CSE,Data Science,41,Operating Systems,48,Cyber Security,78,70,5.57
19419,Student_9419,ECE,VLSI Design,44,Digital Electronics,45,Signal Processing,89,66,5.93
19420,Student_9420,EEE,Power Systems,41,Control Theory,93,Electric Machines,70,65,6.8
19421,Student_9421,IT,Data Science,93,Cloud Computing,58,Web Frameworks,76,76,7.57
19422,Student_9422,CSE,Data Science,78,Operating Systems,93,Cyber Security,42,87,7.1
19423,Student_9423,EEE,Power Systems,45,Control Theory,52,Electric Machines,43,71,4.67
19424,Student_9424,ECE,VLSI Design,49,Digital Electronics,44,Signal Processing,82,82,5.83
19425,Student_9425,CSE,Data Science,85,Operating Systems,77,Cyber Security,95,83,8.57
19426,Student_9426,EEE,Power Systems,84,Control Theory,60,Electric Machines,52,73,6.53
19427,Student_9427,MECH,Thermodynamics,79,Fluid Mechanics,50,Robotics,46,98,5.83
19428,Student_9428,CSE,Data Science,67,Operating Systems,54,Cyber Security,63,97,6.13
19429,Student_9429,MECH,Thermodynamics,50,Fluid Mechanics,43,Robotics,43,80,4.53
19430,Student_9430,IT,Data Science,49,Cloud Computing,54,Web Frameworks,85,94,6.27
19431,Student_9431,IT,Data Science,43,Cloud Computing,57,Web Frameworks,64,68,5.47
19432,Student_9432,MECH,Thermodynamics,62,Fluid Mechanics,92,Robotics,96,96,8.33
19433,Student_9433,EEE,Power Systems,88,Control Theory,95,Electric Machines,47,72,7.67
19434,Student_9434,EEE,Power Systems,59,Control Theory,79,Electric Machines,96,88,7.8
19435,Student_9435,ECE,VLSI Design,74,Digital Electronics,75,Signal Processing,54,95,6.77
19436,Student_9436,ECE,VLSI Design,70,Digital Electronics,44,Signal Processing,69,70,6.1
19437,Student_9437,CSE,Data Science,88,Operating Systems,66,Cyber Security,71,97,7.5
19438,Student_9438,CSE,Data Science,56,Operating Systems,61,Cyber Security,48,99,5.5
19439,Student_9439,IT,Data Science,61,Cloud Computing,54,Web Frameworks,77,65,6.4
19440,Student_9440,ECE,VLSI Design,95,Digital Electronics,53,Signal Processing,50,66,6.6
19441,Student_9441,IT,Data Science,74,Cloud Computing,77,Web Frameworks,69,94,7.33
19442,Student_9442,ECE,VLSI Design,60,Digital Electronics,40,Signal Processing,93,65,6.43
19443,Student_9443,ECE,VLSI Design,86,Digital Electronics,84,Signal Processing,77,89,8.23
19444,Student_9444,EEE,Power Systems,85,Control Theory,76,Electric Machines,67,71,7.6
19445,Student_9445,IT,Data Science,87,Cloud Computing,52,Web Frameworks,52,87,6.37
19446,Student_9446,ECE,VLSI Design,49,Digital Electronics,99,Signal Processing,87,83,7.83
19447,Student_9447,IT,Data Science,70,Cloud Computing,87,Web Frameworks,80,84,7.9
19448,Student_9448,ECE,VLSI Design,79,Digital Electronics,87,Signal Processing,80,77,8.2
19449,Student_9449,CSE,Data Science,60,Operating Systems,50,Cyber Security,58,71,5.6
19450,Student_9450,EEE,Power Systems,54,Control Theory,54,Electric Machines,45,76,5.1
19451,Student_9451,ECE,VLSI Design,73,Digital Electronics,95,Signal Processing,66,78,7.8
19452,Student_9452,MECH,Thermodynamics,90,Fluid Mechanics,45,Robotics,82,89,7.23
19453,Student_9453,IT,Data Science,77,Cloud Computing,59,Web Frameworks,97,69,7.77
19454,Student_9454,CSE,Data Science,68,Operating Systems,91,Cyber Security,80,73,7.97
19455,Student_9455,MECH,Thermodynamics,81,Fluid Mechanics,91,Robotics,80,69,8.4
19456,Student_9456,IT,Data Science,58,Cloud Computing,53,Web Frameworks,44,97,5.17
19457,Student_9457,ECE,VLSI Design,54,Digital Electronics,55,Signal Processing,43,73,5.07
19458,Student_9458,MECH,Thermodynamics,66,Fluid Mechanics,76,Robotics,50,97,6.4
19459,Student_9459,IT,Data Science,74,Cloud Computing,70,Web Frameworks,83,72,7.57
19460,Student_9460,EEE,Power Systems,84,Control Theory,93,Electric Machines,78,79,8.5
19461,Student_9461,EEE,Power Systems,78,Control Theory,85,Electric Machines,51,99,7.13
19462,Student_9462,ECE,VLSI Design,91,Digital Electronics,80,Signal Processing,50,76,7.37
19463,Student_9463,CSE,Data Science,79,Operating Systems,45,Cyber Security,67,70,6.37
19464,Student_9464,ECE,VLSI Design,75,Digital Electronics,89,Signal Processing,75,86,7.97
19465,Student_9465,ECE,VLSI Design,42,Digital Electronics,83,Signal Processing,82,78,6.9
19466,Student_9466,MECH,Thermodynamics,46,Fluid Mechanics,64,Robotics,54,93,5.47
19467,Student_9467,IT,Data Science,94,Cloud Computing,62,Web Frameworks,67,72,7.43
19468,Student_9468,MECH,Thermodynamics,43,Fluid Mechanics,85,Robotics,82,80,7.0
19469,Student_9469,CSE,Data Science,63,Operating Systems,48,Cyber Security,48,98,5.3
19470,Student_9470,MECH,Thermodynamics,54,Fluid Mechanics,47,Robotics,46,66,4.9
19471,Student_9471,IT,Data Science,77,Cloud Computing,87,Web Frameworks,51,65,7.17
19472,Student_9472,IT,Data Science,96,Cloud Computing,81,Web Frameworks,69,96,8.2
19473,Student_9473,MECH,Thermodynamics,71,Fluid Mechanics,90,Robotics,92,88,8.43
19474,Student_9474,IT,Data Science,76,Cloud Computing,57,Web Frameworks,94,87,7.57
19475,Student_9475,EEE,Power Systems,98,Control Theory,54,Electric Machines,67,80,7.3
19476,Student_9476,IT,Data Science,79,Cloud Computing,98,Web Frameworks,91,78,8.93
19477,Student_9477,ECE,VLSI Design,96,Digital Electronics,80,Signal Processing,89,83,8.83
19478,Student_9478,IT,Data Science,94,Cloud Computing,40,Web Frameworks,72,92,6.87
19479,Student_9479,CSE,Data Science,55,Operating Systems,55,Cyber Security,90,76,6.67
19480,Student_9480,ECE,VLSI Design,79,Digital Electronics,96,Signal Processing,88,97,8.77
19481,Student_9481,IT,Data Science,98,Cloud Computing,69,Web Frameworks,95,84,8.73
19482,Student_9482,EEE,Power Systems,96,Control Theory,89,Electric Machines,65,89,8.33
19483,Student_9483,EEE,Power Systems,73,Control Theory,65,Electric Machines,59,66,6.57
19484,Student_9484,IT,Data Science,68,Cloud Computing,79,Web Frameworks,73,73,7.33
19485,Student_9485,IT,Data Science,80,Cloud Computing,65,Web Frameworks,48,66,6.43
19486,Student_9486,CSE,Data Science,52,Operating Systems,70,Cyber Security,93,97,7.17
19487,Student_9487,CSE,Data Science,91,Operating Systems,96,Cyber Security,82,72,8.97
19488,Student_9488,EEE,Power Systems,42,Control Theory,85,Electric Machines,75,84,6.73
19489,Student_9489,IT,Data Science,65,Cloud Computing,51,Web Frameworks,80,80,6.53
19490,Student_9490,CSE,Data Science,45,Operating Systems,61,Cyber Security,69,78,5.83
19491,Student_9491,ECE,VLSI Design,82,Digital Electronics,70,Signal Processing,41,80,6.43
19492,Student_9492,EEE,Power Systems,48,Control Theory,74,Electric Machines,53,83,5.83
19493,Student_9493,MECH,Thermodynamics,41,Fluid Mechanics,84,Robotics,60,98,6.17
19494,Student_9494,IT,Data Science,51,Cloud Computing,44,Web Frameworks,81,79,5.87
19495,Student_9495,EEE,Power Systems,97,Control Theory,86,Electric Machines,97,75,9.33
19496,Student_9496,EEE,Power Systems,42,Control Theory,79,Electric Machines,50,99,5.7
19497,Student_9497,IT,Data Science,83,Cloud Computing,55,Web Frameworks,78,87,7.2
19498,Student_9498,CSE,Data Science,52,Operating Systems,52,Cyber Security,47,99,5.03
19499,Student_9499,EEE,Power Systems,76,Control Theory,73,Electric Machines,76,87,7.5
19500,Student_9500,ECE,VLSI Design,53,Digital Electronics,63,Signal Processing,51,90,5.57
19501,Student_9501,ECE,VLSI Design,93,Digital Electronics,69,Signal Processing,59,83,7.37
19502,Student_9502,EEE,Power Systems,60,Control Theory,82,Electric Machines,56,77,6.6
19503,Student_9503,MECH,Thermodynamics,78,Fluid Mechanics,74,Robotics,41,86,6.43
19504,Student_9504,ECE,VLSI Design,86,Digital Electronics,43,Signal Processing,45,91,5.8
19505,Student_9505,IT,Data Science,67,Cloud Computing,54,Web Frameworks,69,98,6.33
19506,Student_9506,MECH,Thermodynamics,41,Fluid Mechanics,91,Robotics,72,82,6.8
19507,Student_9507,CSE,Data Science,60,Operating Systems,79,Cyber Security,65,96,6.8
19508,Student_9508,ECE,VLSI Design,69,Digital Electronics,60,Signal Processing,89,76,7.27
19509,Student_9509,CSE,Data Science,66,Operating Systems,45,Cyber Security,40,70,5.03
19510,Student_9510,EEE,Power Systems,84,Control Theory,80,Electric Machines,81,87,8.17
19511,Student_9511,EEE,Power Systems,54,Control Theory,67,Electric Machines,56,70,5.9
19512,Student_9512,IT,Data Science,78,Cloud Computing,95,Web Frameworks,63,90,7.87
19513,Student_9513,EEE,Power Systems,57,Control Theory,97,Electric Machines,65,80,7.3
19514,Student_9514,IT,Data Science,84,Cloud Computing,58,Web Frameworks,56,87,6.6
19515,Student_9515,MECH,Thermodynamics,88,Fluid Mechanics,87,Robotics,94,96,8.97
19516,Student_9516,EEE,Power Systems,73,Control Theory,85,Electric Machines,75,71,7.77
19517,Student_9517,CSE,Data Science,84,Operating Systems,79,Cyber Security,42,95,6.83
19518,Student_9518,CSE,Data Science,77,Operating Systems,76,Cyber Security,57,86,7.0
19519,Student_9519,MECH,Thermodynamics,42,Fluid Mechanics,71,Robotics,94,69,6.9
19520,Student_9520,MECH,Thermodynamics,68,Fluid Mechanics,56,Robotics,99,91,7.43
19521,Student_9521,ECE,VLSI Design,45,Digital Electronics,63,Signal Processing,63,88,5.7
19522,Student_9522,ECE,VLSI Design,74,Digital Electronics,66,Signal Processing,96,85,7.87
19523,Student_9523,IT,Data Science,95,Cloud Computing,64,Web Frameworks,98,83,8.57
19524,Student_9524,IT,Data Science,66,Cloud Computing,56,Web Frameworks,62,84,6.13
19525,Student_9525,IT,Data Science,86,Cloud Computing,88,Web Frameworks,54,88,7.6
19526,Student_9526,ECE,VLSI Design,71,Digital Electronics,67,Signal Processing,44,66,6.07
19527,Student_9527,EEE,Power Systems,60,Control Theory,57,Electric Machines,84,94,6.7
19528,Student_9528,EEE,Power Systems,88,Control Theory,44,Electric Machines,40,84,5.73
19529,Student_9529,EEE,Power Systems,95,Control Theory,85,Electric Machines,64,91,8.13
19530,Student_9530,CSE,Data Science,65,Operating Systems,99,Cyber Security,61,76,7.5
19531,Student_9531,EEE,Power Systems,66,Control Theory,47,Electric Machines,65,82,5.93
19532,Student_9532,ECE,VLSI Design,92,Digital Electronics,88,Signal Processing,55,88,7.83
19533,Student_9533,ECE,VLSI Design,62,Digital Electronics,71,Signal Processing,63,66,6.53
19534,Student_9534,ECE,VLSI Design,89,Digital Electronics,64,Signal Processing,66,91,7.3
19535,Student_9535,CSE,Data Science,98,Operating Systems,99,Cyber Security,57,70,8.47
19536,Student_9536,MECH,Thermodynamics,59,Fluid Mechanics,98,Robotics,55,70,7.07
19537,Student_9537,CSE,Data Science,57,Operating Systems,74,Cyber Security,86,79,7.23
19538,Student_9538,CSE,Data Science,95,Operating Systems,46,Cyber Security,44,70,6.17
19539,Student_9539,EEE,Power Systems,74,Control Theory,99,Electric Machines,86,95,8.63
19540,Student_9540,CSE,Data Science,93,Operating Systems,49,Cyber Security,65,76,6.9
19541,Student_9541,CSE,Data Science,81,Operating Systems,86,Cyber Security,98,73,8.83
19542,Student_9542,EEE,Power Systems,93,Control Theory,89,Electric Machines,90,94,9.07
19543,Student_9543,MECH,Thermodynamics,52,Fluid Mechanics,99,Robotics,46,93,6.57
19544,Student_9544,CSE,Data Science,74,Operating Systems,67,Cyber Security,60,68,6.7
19545,Student_9545,ECE,VLSI Design,77,Digital Electronics,56,Signal Processing,84,98,7.23
19546,Student_9546,MECH,Thermodynamics,67,Fluid Mechanics,62,Robotics,80,98,6.97
19547,Student_9547,MECH,Thermodynamics,62,Fluid Mechanics,42,Robotics,76,94,6.0
19548,Student_9548,ECE,VLSI Design,68,Digital Electronics,86,Signal Processing,62,65,7.2
19549,Student_9549,MECH,Thermodynamics,77,Fluid Mechanics,57,Robotics,49,81,6.1
19550,Student_9550,IT,Data Science,49,Cloud Computing,92,Web Frameworks,49,88,6.33
19551,Student_9551,ECE,VLSI Design,68,Digital Electronics,41,Signal Processing,87,84,6.53
19552,Student_9552,MECH,Thermodynamics,57,Fluid Mechanics,91,Robotics,62,96,7.0
19553,Student_9553,EEE,Power Systems,52,Control Theory,59,Electric Machines,96,88,6.9
19554,Student_9554,CSE,Data Science,41,Operating Systems,55,Cyber Security,65,83,5.37
19555,Student_9555,MECH,Thermodynamics,87,Fluid Mechanics,74,Robotics,58,65,7.3
19556,Student_9556,ECE,VLSI Design,76,Digital Electronics,44,Signal Processing,84,83,6.8
19557,Student_9557,CSE,Data Science,80,Operating Systems,95,Cyber Security,87,67,8.73
19558,Student_9558,ECE,VLSI Design,55,Digital Electronics,42,Signal Processing,69,74,5.53
19559,Student_9559,ECE,VLSI Design,74,Digital Electronics,57,Signal Processing,69,71,6.67
19560,Student_9560,EEE,Power Systems,72,Control Theory,72,Electric Machines,61,67,6.83
19561,Student_9561,MECH,Thermodynamics,45,Fluid Mechanics,44,Robotics,43,87,4.4
19562,Student_9562,EEE,Power Systems,88,Control Theory,49,Electric Machines,49,88,6.2
19563,Student_9563,CSE,Data Science,68,Operating Systems,85,Cyber Security,86,70,7.97
19564,Student_9564,CSE,Data Science,92,Operating Systems,90,Cyber Security,51,99,7.77
19565,Student_9565,ECE,VLSI Design,93,Digital Electronics,52,Signal Processing,55,91,6.67
19566,Student_9566,EEE,Power Systems,90,Control Theory,47,Electric Machines,88,80,7.5
19567,Student_9567,ECE,VLSI Design,53,Digital Electronics,80,Signal Processing,82,96,7.17
19568,Student_9568,ECE,VLSI Design,59,Digital Electronics,58,Signal Processing,67,93,6.13
19569,Student_9569,EEE,Power Systems,75,Control Theory,95,Electric Machines,56,68,7.53
19570,Student_9570,IT,Data Science,62,Cloud Computing,74,Web Frameworks,49,98,6.17
19571,Student_9571,CSE,Data Science,42,Operating Systems,73,Cyber Security,92,99,6.9
19572,Student_9572,CSE,Data Science,81,Operating Systems,68,Cyber Security,76,73,7.5
19573,Student_9573,IT,Data Science,68,Cloud Computing,91,Web Frameworks,59,93,7.27
19574,Student_9574,CSE,Data Science,51,Operating Systems,66,Cyber Security,90,97,6.9
19575,Student_9575,MECH,Thermodynamics,63,Fluid Mechanics,56,Robotics,79,78,6.6
19576,Student_9576,IT,Data Science,44,Cloud Computing,63,Web Frameworks,61,68,5.6
19577,Student_9577,IT,Data Science,85,Cloud Computing,69,Web Frameworks,75,90,7.63
19578,Student_9578,MECH,Thermodynamics,70,Fluid Mechanics,88,Robotics,52,98,7.0
19579,Student_9579,EEE,Power Systems,73,Control Theory,73,Electric Machines,48,78,6.47
19580,Student_9580,MECH,Thermodynamics,63,Fluid Mechanics,95,Robotics,58,96,7.2
19581,Student_9581,EEE,Power Systems,87,Control Theory,95,Electric Machines,81,93,8.77
19582,Student_9582,MECH,Thermodynamics,49,Fluid Mechanics,94,Robotics,53,96,6.53
19583,Student_9583,MECH,Thermodynamics,95,Fluid Mechanics,44,Robotics,41,66,6.0
19584,Student_9584,CSE,Data Science,64,Operating Systems,80,Cyber Security,45,82,6.3
19585,Student_9585,IT,Data Science,86,Cloud Computing,63,Web Frameworks,69,89,7.27
19586,Student_9586,EEE,Power Systems,43,Control Theory,46,Electric Machines,97,79,6.2
19587,Student_9587,IT,Data Science,87,Cloud Computing,78,Web Frameworks,56,65,7.37
19588,Student_9588,IT,Data Science,66,Cloud Computing,73,Web Frameworks,71,80,7.0
19589,Student_9589,IT,Data Science,47,Cloud Computing,58,Web Frameworks,87,68,6.4
19590,Student_9590,EEE,Power Systems,41,Control Theory,72,Electric Machines,81,78,6.47
19591,Student_9591,ECE,VLSI Design,70,Digital Electronics,53,Signal Processing,81,79,6.8
19592,Student_9592,CSE,Data Science,61,Operating Systems,77,Cyber Security,99,87,7.9
19593,Student_9593,EEE,Power Systems,97,Control Theory,47,Electric Machines,84,93,7.6
19594,Student_9594,IT,Data Science,55,Cloud Computing,64,Web Frameworks,65,75,6.13
19595,Student_9595,MECH,Thermodynamics,46,Fluid Mechanics,69,Robotics,50,99,5.5
19596,Student_9596,CSE,Data Science,46,Operating Systems,81,Cyber Security,46,79,5.77
19597,Student_9597,ECE,VLSI Design,72,Digital Electronics,64,Signal Processing,86,83,7.4
19598,Student_9598,CSE,Data Science,59,Operating Systems,57,Cyber Security,48,67,5.47
19599,Student_9599,CSE,Data Science,94,Operating Systems,66,Cyber Security,74,98,7.8
19600,Student_9600,EEE,Power Systems,77,Control Theory,77,Electric Machines,88,79,8.07
19601,Student_9601,EEE,Power Systems,83,Control Theory,83,Electric Machines,75,85,8.03
19602,Student_9602,CSE,Data Science,80,Operating Systems,44,Cyber Security,96,81,7.33
19603,Student_9603,IT,Data Science,99,Cloud Computing,71,Web Frameworks,93,86,8.77
19604,Student_9604,EEE,Power Systems,41,Control Theory,56,Electric Machines,47,71,4.8
19605,Student_9605,IT,Data Science,60,Cloud Computing,74,Web Frameworks,46,86,6.0
19606,Student_9606,IT,Data Science,69,Cloud Computing,59,Web Frameworks,75,66,6.77
19607,Student_9607,IT,Data Science,92,Cloud Computing,41,Web Frameworks,92,77,7.5
19608,Student_9608,ECE,VLSI Design,85,Digital Electronics,57,Signal Processing,62,77,6.8
19609,Student_9609,ECE,VLSI Design,62,Digital Electronics,53,Signal Processing,44,65,5.3
19610,Student_9610,ECE,VLSI Design,47,Digital Electronics,52,Signal Processing,86,85,6.17
19611,Student_9611,IT,Data Science,76,Cloud Computing,40,Web Frameworks,65,90,6.03
19612,Student_9612,IT,Data Science,58,Cloud Computing,50,Web Frameworks,52,69,5.33
19613,Student_9613,EEE,Power Systems,90,Control Theory,97,Electric Machines,57,99,8.13
19614,Student_9614,EEE,Power Systems,76,Control Theory,53,Electric Machines,82,87,7.03
19615,Student_9615,ECE,VLSI Design,55,Digital Electronics,49,Signal Processing,57,68,5.37
19616,Student_9616,IT,Data Science,67,Cloud Computing,59,Web Frameworks,75,81,6.7
19617,Student_9617,ECE,VLSI Design,51,Digital Electronics,62,Signal Processing,92,97,6.83
19618,Student_9618,EEE,Power Systems,81,Control Theory,68,Electric Machines,59,93,6.93
19619,Student_9619,EEE,Power Systems,82,Control Theory,87,Electric Machines,77,65,8.2
19620,Student_9620,ECE,VLSI Design,98,Digital Electronics,62,Signal Processing,57,99,7.23
19621,Student_9621,ECE,VLSI Design,73,Digital Electronics,45,Signal Processing,51,89,5.63
19622,Student_9622,MECH,Thermodynamics,88,Fluid Mechanics,68,Robotics,52,76,6.93
19623,Student_9623,ECE,VLSI Design,97,Digital Electronics,63,Signal Processing,91,76,8.37
19624,Student_9624,MECH,Thermodynamics,89,Fluid Mechanics,71,Robotics,80,95,8.0
19625,Student_9625,EEE,Power Systems,42,Control Theory,44,Electric Machines,78,83,5.47
19626,Student_9626,ECE,VLSI Design,48,Digital Electronics,59,Signal Processing,60,70,5.57
19627,Student_9627,IT,Data Science,47,Cloud Computing,47,Web Frameworks,40,96,4.47
19628,Student_9628,ECE,VLSI Design,85,Digital Electronics,63,Signal Processing,76,90,7.47
19629,Student_9629,IT,Data Science,86,Cloud Computing,85,Web Frameworks,89,86,8.67
19630,Student_9630,EEE,Power Systems,68,Control Theory,47,Electric Machines,91,91,6.87
19631,Student_9631,EEE,Power Systems,53,Control Theory,80,Electric Machines,84,95,7.23
19632,Student_9632,MECH,Thermodynamics,83,Fluid Mechanics,93,Robotics,92,94,8.93
19633,Student_9633,CSE,Data Science,78,Operating Systems,95,Cyber Security,78,99,8.37
19634,Student_9634,CSE,Data Science,74,Operating Systems,45,Cyber Security,84,71,6.77
19635,Student_9635,EEE,Power Systems,85,Control Theory,56,Electric Machines,98,90,7.97
19636,Student_9636,EEE,Power Systems,62,Control Theory,61,Electric Machines,78,97,6.7
19637,Student_9637,IT,Data Science,96,Cloud Computing,85,Web Frameworks,55,74,7.87
19638,Student_9638,EEE,Power Systems,41,Control Theory,74,Electric Machines,74,69,6.3
19639,Student_9639,CSE,Data Science,52,Operating Systems,77,Cyber Security,62,83,6.37
19640,Student_9640,MECH,Thermodynamics,47,Fluid Mechanics,76,Robotics,60,81,6.1
19641,Student_9641,ECE,VLSI Design,94,Digital Electronics,91,Signal Processing,89,79,9.13
19642,Student_9642,CSE,Data Science,46,Operating Systems,48,Cyber Security,78,75,5.73
19643,Student_9643,IT,Data Science,54,Cloud Computing,90,Web Frameworks,72,71,7.2
19644,Student_9644,IT,Data Science,77,Cloud Computing,71,Web Frameworks,63,85,7.03
19645,Student_9645,CSE,Data Science,61,Operating Systems,51,Cyber Security,49,81,5.37
19646,Student_9646,IT,Data Science,84,Cloud Computing,68,Web Frameworks,47,80,6.63
19647,Student_9647,ECE,VLSI Design,87,Digital Electronics,73,Signal Processing,99,86,8.63
19648,Student_9648,EEE,Power Systems,95,Control Theory,55,Electric Machines,63,96,7.1
19649,Student_9649,ECE,VLSI Design,58,Digital Electronics,98,Signal Processing,75,88,7.7
19650,Student_9650,CSE,Data Science,80,Operating Systems,85,Cyber Security,82,85,8.23
19651,Student_9651,IT,Data Science,65,Cloud Computing,62,Web Frameworks,59,87,6.2
19652,Student_9652,EEE,Power Systems,80,Control Theory,82,Electric Machines,44,78,6.87
19653,Student_9653,MECH,Thermodynamics,53,Fluid Mechanics,68,Robotics,82,94,6.77
19654,Student_9654,EEE,Power Systems,50,Control Theory,81,Electric Machines,96,65,7.57
19655,Student_9655,MECH,Thermodynamics,86,Fluid Mechanics,46,Robotics,54,92,6.2
19656,Student_9656,ECE,VLSI Design,42,Digital Electronics,86,Signal Processing,96,77,7.47
19657,Student_9657,IT,Data Science,70,Cloud Computing,89,Web Frameworks,45,83,6.8
19658,Student_9658,CSE,Data Science,67,Operating Systems,52,Cyber Security,58,72,5.9
19659,Student_9659,IT,Data Science,69,Cloud Computing,51,Web Frameworks,76,73,6.53
19660,Student_9660,ECE,VLSI Design,47,Digital Electronics,87,Signal Processing,74,74,6.93
19661,Student_9661,ECE,VLSI Design,97,Digital Electronics,80,Signal Processing,87,66,8.8
19662,Student_9662,MECH,Thermodynamics,56,Fluid Mechanics,76,Robotics,54,74,6.2
19663,Student_9663,ECE,VLSI Design,61,Digital Electronics,41,Signal Processing,62,67,5.47
19664,Student_9664,IT,Data Science,68,Cloud Computing,93,Web Frameworks,66,88,7.57
19665,Student_9665,EEE,Power Systems,47,Control Theory,78,Electric Machines,46,76,5.7
19666,Student_9666,IT,Data Science,80,Cloud Computing,46,Web Frameworks,77,93,6.77
19667,Student_9667,EEE,Power Systems,65,Control Theory,69,Electric Machines,99,90,7.77
19668,Student_9668,ECE,VLSI Design,63,Digital Electronics,65,Signal Processing,64,80,6.4
19669,Student_9669,CSE,Data Science,61,Operating Systems,57,Cyber Security,62,66,6.0
19670,Student_9670,ECE,VLSI Design,97,Digital Electronics,88,Signal Processing,72,84,8.57
19671,Student_9671,CSE,Data Science,61,Operating Systems,90,Cyber Security,88,82,7.97
19672,Student_9672,CSE,Data Science,85,Operating Systems,66,Cyber Security,93,75,8.13
19673,Student_9673,IT,Data Science,66,Cloud Computing,78,Web Frameworks,98,79,8.07
19674,Student_9674,IT,Data Science,84,Cloud Computing,62,Web Frameworks,79,88,7.5
19675,Student_9675,CSE,Data Science,55,Operating Systems,87,Cyber Security,83,97,7.5
19676,Student_9676,CSE,Data Science,41,Operating Systems,42,Cyber Security,84,82,5.57
19677,Student_9677,EEE,Power Systems,48,Control Theory,42,Electric Machines,47,80,4.57
19678,Student_9678,IT,Data Science,71,Cloud Computing,86,Web Frameworks,73,75,7.67
19679,Student_9679,ECE,VLSI Design,83,Digital Electronics,98,Signal Processing,66,78,8.23
19680,Student_9680,MECH,Thermodynamics,51,Fluid Mechanics,46,Robotics,72,83,5.63
19681,Student_9681,CSE,Data Science,81,Operating Systems,64,Cyber Security,51,88,6.53
19682,Student_9682,CSE,Data Science,67,Operating Systems,72,Cyber Security,75,94,7.13
19683,Student_9683,ECE,VLSI Design,96,Digital Electronics,62,Signal Processing,66,70,7.47
19684,Student_9684,CSE,Data Science,97,Operating Systems,40,Cyber Security,46,81,6.1
19685,Student_9685,IT,Data Science,79,Cloud Computing,93,Web Frameworks,82,80,8.47
19686,Student_9686,MECH,Thermodynamics,64,Fluid Mechanics,84,Robotics,59,84,6.9
19687,Student_9687,MECH,Thermodynamics,50,Fluid Mechanics,94,Robotics,75,73,7.3
19688,Student_9688,IT,Data Science,84,Cloud Computing,59,Web Frameworks,67,68,7.0
19689,Student_9689,CSE,Data Science,94,Operating Systems,65,Cyber Security,60,76,7.3
19690,Student_9690,CSE,Data Science,87,Operating Systems,76,Cyber Security,72,77,7.83
19691,Student_9691,MECH,Thermodynamics,60,Fluid Mechanics,91,Robotics,91,95,8.07
19692,Student_9692,EEE,Power Systems,52,Control Theory,79,Electric Machines,68,94,6.63
19693,Student_9693,EEE,Power Systems,85,Control Theory,85,Electric Machines,41,73,7.03
19694,Student_9694,ECE,VLSI Design,80,Digital Electronics,87,Signal Processing,93,79,8.67
19695,Student_9695,ECE,VLSI Design,49,Digital Electronics,67,Signal Processing,81,99,6.57
19696,Student_9696,MECH,Thermodynamics,70,Fluid Mechanics,45,Robotics,77,94,6.4
19697,Student_9697,IT,Data Science,83,Cloud Computing,58,Web Frameworks,64,83,6.83
19698,Student_9698,IT,Data Science,76,Cloud Computing,67,Web Frameworks,41,88,6.13
19699,Student_9699,CSE,Data Science,44,Operating Systems,48,Cyber Security,98,82,6.33
19700,Student_9700,EEE,Power Systems,64,Control Theory,82,Electric Machines,81,72,7.57
19701,Student_9701,IT,Data Science,83,Cloud Computing,94,Web Frameworks,92,72,8.97
19702,Student_9702,MECH,Thermodynamics,94,Fluid Mechanics,52,Robotics,86,74,7.73
19703,Student_9703,MECH,Thermodynamics,75,Fluid Mechanics,55,Robotics,87,93,7.23
19704,Student_9704,ECE,VLSI Design,52,Digital Electronics,46,Signal Processing,51,94,4.97
19705,Student_9705,IT,Data Science,74,Cloud Computing,77,Web Frameworks,67,94,7.27
19706,Student_9706,CSE,Data Science,51,Operating Systems,96,Cyber Security,92,94,7.97
19707,Student_9707,MECH,Thermodynamics,62,Fluid Mechanics,73,Robotics,74,82,6.97
19708,Student_9708,EEE,Power Systems,53,Control Theory,96,Electric Machines,42,83,6.37
19709,Student_9709,EEE,Power Systems,71,Control Theory,50,Electric Machines,69,89,6.33
19710,Student_9710,ECE,VLSI Design,64,Digital Electronics,54,Signal Processing,66,93,6.13
19711,Student_9711,ECE,VLSI Design,94,Digital Electronics,50,Signal Processing,84,90,7.6
19712,Student_9712,ECE,VLSI Design,66,Digital Electronics,42,Signal Processing,62,76,5.67
19713,Student_9713,ECE,VLSI Design,80,Digital Electronics,88,Signal Processing,44,93,7.07
